affiliate,name,CISNC_school,code,county,city,full_address,Longitude,Latitude,district,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
N/A,Croft Community Elementary,no,600418,Mecklenburg,Charlotte,"4911 Hucks Rd, Charlotte, NC 28269",-80.805389,35.346554,Charlotte-Mecklenburg Schools,Southwest,N,47.7,D,Not Met,54.2,N/A
CIS of Charlotte-Mecklenburg,James Martin Middle,yes,600428,Mecklenburg,Charlotte,"6301 University Pointe Blvd, Charlotte, NC 28262",-80.7626043,35.2977496,Charlotte-Mecklenburg Schools,Southwest,Y,42.5,F,Not Met,32.9,N/A
CIS of Charlotte-Mecklenburg,Shamrock Gardens Elementary,yes,600527,Mecklenburg,Charlotte,"3301 Country Club Dr, Charlotte, NC 28205",-80.788413,35.233947,Charlotte-Mecklenburg Schools,Southwest,Y,42.1,C,Not Met,64,N/A
N/A,Joseph W Grier Academy,no,600432,Mecklenburg,Charlotte,"8330 Grier Rd, Charlotte, NC 28215",-80.7255165,35.2678122,Charlotte-Mecklenburg Schools,Southwest,Y,44.9,D,Not Met,50.4,N/A
CIS of Charlotte-Mecklenburg,McClintock Middle,yes,600450,Mecklenburg,Charlotte,"1925 Rama Rd, Charlotte, NC 28212",-80.7687239,35.1799531,Charlotte-Mecklenburg Schools,Southwest,Y,42,C,Met,51.8,N/A
CIS of Charlotte-Mecklenburg,Governors Village STEM Academy (Lower),yes,600468,Mecklenburg,Charlotte,"7910 Neal Rd, Charlotte, NC 28262",-80.7746749,35.2989247,Charlotte-Mecklenburg Schools,Southwest,Y,41.7,C,Not Met,58.5,N/A
CIS of Charlotte-Mecklenburg,Berryhill School,yes,600319,Mecklenburg,Charlotte,"10501 Windy Grove Rd, Charlotte, NC 28278",-80.990504,35.213002,Charlotte-Mecklenburg Schools,Southwest,Y,40.7,C,Exceeded,51.2,N/A
CIS of Charlotte-Mecklenburg,Vance High,yes,600592,Mecklenburg,Charlotte,"7600 IBM Dr, Charlotte, NC 28262",-80.7689268,35.3001651,Charlotte-Mecklenburg Schools,Southwest,Y,40.7,D,Not Met,34.6,76.5
N/A,River Oaks Academy,no,600463,Mecklenburg,Charlotte,"1015 Mt Holly-Huntersville Rd, Charlotte, NC 28214",-80.9785597,35.3084442,Charlotte-Mecklenburg Schools,Southwest,Y,39,D,Not Met,48.6,N/A
CIS of Charlotte-Mecklenburg,West Mecklenburg High,yes,600579,Mecklenburg,Charlotte,"7400 Tuckaseegee Rd, Charlotte, NC 28214",-80.9520921,35.2473959,Charlotte-Mecklenburg Schools,Southwest,Y,40.5,C,Not Met,32.1,73.7
CIS of Charlotte-Mecklenburg,South Mecklenburg High,yes,600535,Mecklenburg,Charlotte,"8900 Park Rd, Charlotte, NC 28210",-80.8608985,35.1101144,Charlotte-Mecklenburg Schools,Southwest,N,40.3,B,Exceeded,65.9,86.5
N/A,Nations Ford Elementary,no,600471,Mecklenburg,Charlotte,"7050 Nations Ford Rd, Charlotte, NC 28217",-80.9062559,35.1561534,Charlotte-Mecklenburg Schools,Southwest,Y,46.2,D,Not Met,43.9,N/A
CIS of Charlotte-Mecklenburg,Performance Learning Center,yes,600498,Mecklenburg,Charlotte,"2300 W Sugar Creek Road, Charlotte, NC 28262",-80.7966819,35.2950261,Charlotte-Mecklenburg Schools,Southwest,Y,39.7,D,Not Met,25,89.7
N/A,J H Gunn Elementary,no,600478,Mecklenburg,Charlotte,"7400 Harrisburg Rd, Charlotte, NC 28215",-80.6854883,35.2159386,Charlotte-Mecklenburg Schools,Southwest,Y,48.5,D,Not Met,42.4,N/A
N/A,Oakdale Elementary,no,600485,Mecklenburg,Charlotte,"1825 Oakdale Rd, Charlotte, NC 28216",-80.89703,35.300444,Charlotte-Mecklenburg Schools,Southwest,Y,56.9,D,Met,31.8,N/A
CIS of Charlotte-Mecklenburg,Quail Hollow Middle,yes,600509,Mecklenburg,Charlotte,"2901 Smithfield Church Rd, Charlotte, NC 28210",-80.8537379,35.1133681,Charlotte-Mecklenburg Schools,Southwest,Y,36.1,C,Met,54.3,N/A
CIS of Charlotte-Mecklenburg,Dilworth Elementary School Latta Campus,yes,600367,Mecklenburg,Charlotte,"405 E. Park Ave, Charlotte, NC 28203",-80.850803,35.212172,Charlotte-Mecklenburg Schools,Southwest,N,24.5,B,Exceeded,77.9,N/A
CIS of Charlotte-Mecklenburg,Myers Park High,yes,600466,Mecklenburg,Charlotte,"2400 Colony Rd, Charlotte, NC 28209",-80.833111,35.17166,Charlotte-Mecklenburg Schools,Southwest,N,23.6,B,Exceeded,73.6,88.5
CIS of Chatham County,Virginia Cross Elementary,yes,190370,Chatham,Siler City,"234 Cross School Road, Siler City, NC 27344",-79.4413534,35.7117979,Chatham County Schools,North Central,Y,91.7,C,Exceeded,49.2,N/A
CIS of Chatham County,Chatham Middle,yes,190312,Chatham,Siler City,"2025 South 2nd Avenue Ext, Siler City, NC 27344",-79.4481623,35.7088641,Chatham County Schools,North Central,Y,87.2,D,Not Met,43.5,N/A
CIS of Chatham County,Siler City Elementary,yes,190350,Chatham,Siler City,"671 Ellington Road, Siler City, NC 27344",-79.492701,35.7271379,Chatham County Schools,North Central,Y,85.3,C,Exceeded,62.3,N/A
CIS of Chatham County,Bonlee School,yes,190308,Chatham,Bear Creek,"152 Bonlee School Road, Bear Creek, NC 27207",-79.420708,35.644174,Chatham County Schools,North Central,Y,59.1,C,Met,62,N/A
CIS of Chatham County,Horton Middle,yes,190328,Chatham,Pittsboro,"79 Horton Road, Pittsboro, NC 27312",-79.1717178,35.7665886,Chatham County Schools,North Central,N,41.1,C,Met,63.1,N/A
CIS of Chatham County,Pittsboro Elementary,yes,190348,Chatham,Pittsboro,"375 Pittsboro School Road, Pittsboro, NC 27312",-79.1840986,35.7172541,Chatham County Schools,North Central,Y,37.9,B,Met,67.4,N/A
CIS of Cleveland County,James Love Elementary,yes,230346,Cleveland,Shelby,"309 James Love Road, Shelby, NC 28152",-81.5673132,35.2652188,Cleveland County Schools,Southwest,Y,74.6,D,Met,45.5,N/A
CIS of Cleveland County,Marion Elementary,yes,230355,Cleveland,Shelby,"410 Forest Hill Drive, Shelby, NC 28150",-81.525012,35.28853,Cleveland County Schools,Southwest,Y,65.2,C,Met,62.7,N/A
N/A,Starmount Acad of Excellence,no,600545,Mecklenburg,Charlotte,"1600 Brookdale Ave, Charlotte, NC 28210",-80.870543,35.139693,Charlotte-Mecklenburg Schools,Southwest,Y,40.6,D,Not Met,41.7,N/A
CIS of Cleveland County,Burns Middle,yes,230316,Cleveland,Lawndale,"215 Shady Grove Road, Lawndale, NC 28090",-81.5394336,35.4258329,Cleveland County Schools,Southwest,N,59.4,B,Exceeded,65.9,N/A
CIS of Cleveland County,Shelby High,yes,230361,Cleveland,Shelby,"230 E Dixon Boulevard, Shelby, NC 28152",-81.536911,35.274073,Cleveland County Schools,Southwest,N,59.4,C,Not Met,36.5,89.5
CIS of Cleveland County,Shelby Intermediate,yes,230336,Cleveland,Shelby,"220 S Post Road, Shelby, NC 28152",-81.494743,35.279666,Cleveland County Schools,Southwest,Y,58.4,C,Met,44.6,N/A
CIS of Cleveland County,Crest Middle,yes,230328,Cleveland,Shelby,"315 Beaverdam Church Rd, Shelby, NC 28150",-81.618871,35.276274,Cleveland County Schools,Southwest,N,54.2,B,Exceeded,67.6,N/A
N/A,University Park Creative Arts,no,600565,Mecklenburg,Charlotte,"2400 Hildebrand St, Charlotte, NC 28216",-80.859141,35.2609885,Charlotte-Mecklenburg Schools,Southwest,Y,63,D,Not Met,46.4,N/A
CIS of Cleveland County,Burns High,yes,230312,Cleveland,Lawndale,"307 E Stagecoach Trail, Lawndale, NC 28090",-81.5324944,35.4193649,Cleveland County Schools,Southwest,N,49.3,C,Not Met,44.4,88.8
CIS of Cleveland County,Shelby Middle,yes,230362,Cleveland,Shelby,"1480 South Dekalb Street, Shelby, NC 28152",-81.5499584,35.2645464,Cleveland County Schools,Southwest,N,47.1,B,Exceeded,63.3,N/A
CIS of Cleveland County,Crest High,yes,230324,Cleveland,Shelby,"800 Old Boiling Springs, Shelby, NC 28152",-81.613426,35.274696,Cleveland County Schools,Southwest,N,44.9,C,Not Met,52.4,89.9
CIS of Cleveland County,Kings Mountain High,yes,230350,Cleveland,Kings Mountain,"500 Phifer Road, Kings Mountain, NC 28086",-81.3719418,35.2331401,Cleveland County Schools,Southwest,N,43.4,B,Exceeded,63.9,91.6
CIS of Cumberland County,Walker-Spivey Elementary,yes,260405,Cumberland,Fayetteville,"500 Fisher Street, Fayetteville, NC 28301",-78.8726764,35.0390699,Cumberland County Schools,Sandhills,Y,91.4,D,Met,43.2,N/A
CIS of Cumberland County,Lewis Chapel Middle,yes,260372,Cumberland,Fayetteville,"2150 Skibo Road, Fayetteville, NC 28314",-78.97641,35.0485426,Cumberland County Schools,Sandhills,Y,74.4,D,Not Met,36.1,N/A
N/A,Villa Heights Elementary,no,600593,Mecklenburg,Charlotte,"800 Everett Pl, Charlotte, NC 28205",-80.8127771,35.2366984,Charlotte-Mecklenburg Schools,Southwest,Y,64.7,D,Exceeded,43.8,N/A
N/A,KIPP Charlotte,no,60L000,Mecklenburg,Charlotte,"931 Wilann Dr, Charlotte, NC 28215",-80.7660367,35.2503843,Charter Schools,Southwest,Y,55.8,D,Not Met,31.7,N/A
N/A,Charlotte Choice Charter,no,60P000,Mecklenburg,Charlotte,"3118 Milton Road, Suite A, Charlotte, NC 28215",-80.7366961,35.2348691,Charter Schools,Southwest,Y,79.1,F,Not Met,27.9,N/A
N/A,Invest Collegiate Transform,no,60Q000,Mecklenburg,Charlotte,"2045 Suttle Ave, Charlotte, NC 28208",-80.8710736,35.2254646,Charter Schools,Southwest,Y,49.6,D,Met,35.8,N/A
N/A,Charlotte Learning Academy,no,60V000,Mecklenburg,Charlotte,"800 Briar Creek Rd., DD400, Charlotte, NC 28205",-80.7976804,35.2072338,Charter Schools,Southwest,Y,52.5,F,Not Met,17.3,88.2
N/A,"VERITAS Community School, CFA",no,61P000,Mecklenburg,Charlotte,"2600 Grimes Street, Charlotte, NC 28206",-80.821468,35.252515,Charter Schools,Southwest,Y,21.6,D,Met,40.9,N/A
N/A,Movement Charter School,no,61T000,Mecklenburg,Charlotte,"2701-B Freedom Dr, Charlotte, NC 28208",-80.8854548,35.2364565,Charter Schools,Southwest,Y,76.8,D,Not Met,48.2,N/A
N/A,UpROAR Leadership Academy,no,61U000,Mecklenburg,Charlotte,"5500 North Tryon St, Charlotte, NC 28213",-80.7736584,35.2611107,Charter Schools,Southwest,Y,28.6,F,Not Met,7.2,N/A
CIS of Cumberland County,Alger B. Wilkins High School,yes,260374,Cumberland,Fayetteville,"1429 Skibo Road, Fayetteville, NC 28303",-78.951898,35.082547,Cumberland County Schools,Sandhills,N,69.7,ALT system,ALT system,ALT system,Not available
CIS of Durham,James E Shepard Middle,yes,320338,Durham,Durham,"2401 Dakota Street, Durham, NC 27707",-78.8997755,35.9654408,Durham Public Schools,North Central,Y,80.8,D,Not Met,33,N/A
CIS of Durham,Durham's Performance Learning Center,yes,320322,Durham,Wilmington,"401 North Driver Street, Durham, NC 27703",-78.8791738,35.9897317,Durham Public Schools,North Central,N,77.4,ALT system,ALT system,ALT system,N/A
CIS of Durham,Fayetteville Street Elementary,yes,320344,Durham,Durham,"2905 Fayetteville Street, Durham, NC 27707",-78.9055943,35.9643844,Durham Public Schools,North Central,Y,70.3,D,Met,26.6,N/A
N/A,Aberdeen Primary,no,630304,Moore,Aberdeen,"310 Keyser St, Aberdeen, NC 28315",-79.423373,35.124083,Moore County Schools,Sandhills,Y,74.9,D,Not Available,Not Available,N/A
N/A,Aberdeen Elementary,no,630308,Moore,Aberdeen,"503 Sandhills Blvd N, Aberdeen, NC 28315",-79.426078,35.139826,Moore County Schools,Sandhills,Y,81.6,D,Not Met,35.1,N/A
N/A,Elise Middle,no,630320,Moore,Robbins,"180 W Elm St, Robbins, NC 27325",-79.589349,35.436008,Moore County Schools,Sandhills,Y,81,D,Met,41.5,N/A
N/A,Robbins Elementary,no,630348,Moore,Robbins,"268 Rushwood Rd, Robbins, NC 27325",-79.573284,35.419539,Moore County Schools,Sandhills,Y,83.6,D,Not Met,30.7,N/A
N/A,"Southern Middle, Aberdeen",no,630350,Moore,Aberdeen,"717 Johnson Street, Aberdeen, NC 28315",-79.426409,35.154692,Moore County Schools,Sandhills,Y,64.8,D,Met,43.4,N/A
CIS of Durham,Hillside High,yes,320325,Durham,Durham,"3727 Fayetteville St, Durham, NC 27707",-78.9064554,35.9545446,Durham Public Schools,North Central,N,66.1,C,Exceeded,37.2,82.4
CIS of Durham,Eno Valley Elementary,yes,320315,Durham,Durham,"117 Milton Road, Durham, NC 27712",-78.912153,36.0851774,Durham Public Schools,North Central,Y,65.4,D,Exceeded,37.1,N/A
N/A,Baskerville Elementary,no,640306,Nash,Rocky Mount,"1100 Stokes Avenue, Rocky Mount, NC 27801",-77.7713841,35.9505403,Nash-Rocky Mount Schools,North Central,Y,85.9,F,Not Met,19,N/A
N/A,Benvenue Elementary,no,640308,Nash,Rocky Mount,"2700 Nicodemus Mile Road, Rocky Mount, NC 27804",-77.8378954,35.9750391,Nash-Rocky Mount Schools,North Central,Y,51.4,D,Met,37.5,N/A
N/A,Nash Central Middle,no,640320,Nash,Nashville,"1638 South First Street, Nashville, NC 27856",-77.9568216,35.9564748,Nash-Rocky Mount Schools,North Central,N,55.9,D,Not Met,44.6,N/A
CIS of Durham,Merrick-Moore Elementary,yes,320352,Durham,Durham,"2325 Cheek Road, Durham, NC 27704",-78.8522192,36.0055656,Durham Public Schools,North Central,Y,59.6,D,Met,34.7,N/A
N/A,Englewood Elementary,no,640328,Nash,Rocky Mount,"101 South Englewood Drive, Rocky Mount, NC 27804",-77.840659,35.9619892,Nash-Rocky Mount Schools,North Central,Y,53.4,D,Not Met,43.4,N/A
CIS of Durham,Glenn Elementary,yes,320320,Durham,Durham,"2415 E Geer Street, Durham, NC 27704",-78.837487,36.029499,Durham Public Schools,North Central,Y,58.3,D,Not Met,32.5,N/A
CIS of Gaston County,Woodhill Elementary,yes,360520,Gaston,Gastonia,"1027 Woodhill Drive, Gastonia, NC 28052",-81.180546,35.278935,Gaston County Schools,Southwest,Y,70.2,D,Met,34.3,N/A
CIS of Gaston County,Warlick Academy,yes,360372,Gaston,Gastonia,"1316 Spencer Mountain Road, Gastonia, NC 28054",-81.133526,35.2822938,Gaston County Schools,Southwest,Y,55.2,ALT system,ALT system,ALT system,N/A
N/A,Middlesex Elementary,no,640336,Nash,Middlesex,"13081 West Hanes Avenue, Middlesex, NC 27557",-78.212991,35.787049,Nash-Rocky Mount Schools,North Central,Y,39.7,D,Met,35.6,N/A
CIS of Greater Greensboro,James B Dudley High,yes,410355,Guilford,Greensboro,"1200 Lincoln Street, Greensboro, NC 27401",-79.762302,36.06138,Guilford County Schools,Piedmont-Triad,Y,63.4,C,Exceeded,35.8,83.1
N/A,CITI High School,no,640342,Nash,Rocky Mount,"846 Hammond Street, Rocky Mount, NC 27804",-77.8073968,35.9410455,Nash-Rocky Mount Schools,North Central,Y,83.3,F,Not Met,5,N/A
CIS of Greater Greensboro,Ben L. Smith High School,yes,410544,Guilford,Greensboro,"2407 South Holden Road, Greensboro, NC 27407",-79.847112,36.034726,Guilford County Schools,Piedmont-Triad,Y,58.6,D,Met,27.7,77.3
CIS of High Point,Fairview Elementary,yes,410364,Guilford,High Point,"608 Fairview Street, High Point, NC 27260",-80.0074642,35.947588,Guilford County Schools,Piedmont-Triad,Y,77.2,D,Exceeded,31,N/A
CIS of High Point,Montlieu Academy of Technology,yes,410469,Guilford,High Point,"1105 Montlieu Avenue, High Point, NC 27262",-79.9852139,35.9766361,Guilford County Schools,Piedmont-Triad,Y,67.4,F,Not Met,33.6,N/A
CIS of High Point,Welborn Middle,yes,410592,Guilford,High Point,"1710 McGuinn Drive, High Point, NC 27265",-79.9906734,35.9823423,Guilford County Schools,Piedmont-Triad,Y,65.3,F,Not Met,31.9,N/A
N/A,Spring Hope Elementary,no,640376,Nash,Spring Hope,"401 McLean Street, Spring Hope, NC 27882",-78.1092821,35.9513231,Nash-Rocky Mount Schools,North Central,Y,47.4,F,Met,27.3,N/A
N/A,Williford Elementary,no,640396,Nash,Rocky Mount,"801 Williford Street, Rocky Mount, NC 27803",-77.8185017,35.9281988,Nash-Rocky Mount Schools,North Central,Y,77,F,Not Available,Not Available,N/A
N/A,Winstead Avenue Elementary,no,640400,Nash,Rocky Mount,"991 South Winstead Avenue, Rocky Mount, NC 27804",-77.8468229,35.9511371,Nash-Rocky Mount Schools,North Central,Y,54.7,D,Not Available,Not Available,N/A
N/A,Rocky Mount Preparatory,no,64A000,Nash,Rocky Mount,"3334 Bishop Road, Rocky Mount, NC 27804",-77.7794804,36.0160718,Charter Schools,North Central,Y,76.9,D,Met,33.5,83.3
N/A,D.C. Virgo Preparatory Academy,no,65Z000,New Hannover,Wilmington,"813 Nixon St, Wilmington, NC 28401",-77.940458,34.250692,Lab Schools,Southeast,Y,74.9,F,Not Met,26.4,N/A
CIS of High Point,High Point Central High,yes,410406,Guilford,High Point,"801 Ferndale Boulevard, High Point, NC 27262",-80.0211513,35.9569038,Guilford County Schools,Piedmont-Triad,Y,65.2,C,Exceeded,43.3,85.1
CIS of High Point,T Wingate Andrews High,yes,410319,Guilford,High Point,"1920 McGuinn Drive, High Point, NC 27265",-79.9897812,35.9849499,Guilford County Schools,Piedmont-Triad,Y,60.3,C,Met,29,87
CIS of High Point,Ferndale Middle,yes,410367,Guilford,High Point,"701 Ferndale Boulevard, High Point, NC 27262",-80.019831,35.957043,Guilford County Schools,Piedmont-Triad,Y,59.7,D,Not Met,34.2,N/A
CIS of High Point,Northwood Elementary,yes,410496,Guilford,High Point,"818 West Lexington Avenue, High Point, NC 27262",-80.036755,35.977693,Guilford County Schools,Piedmont-Triad,Y,59.5,D,Met,38.4,N/A
CIS of High Point,Allen Jay Elementary,yes,410310,Guilford,High Point,"1311 East Springfield Road, High Point, NC 27263",-79.9554544,35.9322724,Guilford County Schools,Piedmont-Triad,Y,58,D,Met,45.1,N/A
CIS of Lexington/Davidson Co.,Lexington Middle School,yes,291332,Davidson,Lexington,"100 W Hemstead Street, Lexington, NC 27292",-80.2456206,35.8335432,Lexington City Schools,Piedmont-Triad,Y,60.9,D,Exceeded,43.3,N/A
CIS of Lexington/Davidson Co.,South Davidson Middle,yes,290367,Davidson,Denton,"14954 NC Hwy 109 South, Denton, NC 27239",-80.1033943,35.673509,Davidson County Schools,Piedmont-Triad,Y,57.7,C,Met,52.8,N/A
CIS of Lexington/Davidson Co.,Lexington Senior High School,yes,291336,Davidson,Lexington,"26 Penry Street, Lexington, NC 27292",-80.2499278,35.8327345,Lexington City Schools,Piedmont-Triad,N,50.3,C,Met,38.1,89.6
CIS of Lexington/Davidson Co.,South Davidson High,yes,290365,Davidson,Denton,"14956 South NC Hwy 109, Denton, NC 27239",-80.104271,35.672924,Davidson County Schools,Piedmont-Triad,N,46.9,C,Not Met,39.7,75.5
CIS of Lincoln County,Lincolnton Middle,yes,550334,Lincoln,Lincolnton,"2361 Startown Road, Lincolnton, NC 28092",-81.2647887,35.5206703,Lincoln County Schools,Southwest,Y,72.1,C,Exceeded,58.4,N/A
CIS of Lincoln County,West Lincoln Middle,yes,550372,Lincoln,Lincolnton,"260 Shoal Rd, Lincolnton, NC 28092",-81.389009,35.482262,Lincoln County Schools,Southwest,Y,54.5,C,Not Met,59.1,N/A
CIS of Lincoln County,East Lincoln Middle,yes,550322,Lincoln,Iron Station,"4137 Hwy 73, Iron Station, NC 28080",-81.0940048,35.4757956,Lincoln County Schools,Southwest,N,30.7,B,Met,72.8,N/A
CIS of Lincoln County,North Lincoln Middle,yes,550350,Lincoln,Denver,"1503 Amity Church Road, Denver, NC 28037",-81.1203833,35.5117033,Lincoln County Schools,Southwest,N,27.1,B,Met,74.3,N/A
CIS of Montgomery County,East Middle,yes,620314,Montgomery,Biscoe,"130 Merlin's Maze, Biscoe, NC 27209",-79.7737182,35.3369386,Montgomery County Schools,Sandhills,Y,83.9,C,Not Met,50.6,N/A
CIS of Montgomery County,East Montgomery High,yes,620316,Montgomery,Biscoe,"157 Eagle Lane, Biscoe, NC 27209",-79.7781321,35.3393946,Montgomery County Schools,Sandhills,N,76.8,C,Met,35,95
CIS of Montgomery County,West Middle,yes,620339,Montgomery,Mount Gilead,"129 NC Hwy 109S, Mount Gilead, NC 27306",-79.943774,35.318228,Montgomery County Schools,Sandhills,N,59,D,Not Met,45.9,N/A
CIS of Montgomery County,West Montgomery High,yes,620340,Montgomery,Mount Gilead,"147 Warrior Drive, Mount Gilead, NC 27306",-79.9601527,35.2966485,Montgomery County Schools,Sandhills,N,53.6,B,Exceeded,49.7,91.2
CIS of North Carolina (Direct Service),J. F. Webb High,yes,390324,Granville,Oxford,"3200 Webb School Rd, Oxford, NC 27565",-78.5980053,36.3374749,Granville County Schools,North Central,N,71.1,C,Met,27.3,76.1
CIS of North Carolina (Direct Service),Riverview Elementary,yes,460332,Hertford,Murfreesboro,"236 US 158 Business, Murfreesboro, NC 27855",-77.07536,36.4390069,Hertford County Schools,Northeast,Y,66.3,D,Not Met,48.6,N/A
CIS of North Carolina (Direct Service),Northampton County High School,yes,660336,Northampton,Gaston,"152 Hurricane Drive, Gaston, NC 27832",-77.652447,36.5108559,Northampton County Schools,Northeast,Y,63.8,D,Not Met,7,71.8
CIS of North Carolina (Direct Service),Weldon STEM High School Career Academies,yes,422315,Halifax,Weldon,"415 County Road, Weldon, NC 27890",-77.6108078,36.4131869,Weldon City Schools,Northeast,Y,63.7,D,Not Met,12.4,68.9
CIS of North Carolina (Direct Service),Eastlawn Elementary,yes,10326,Alamance,Burlington,"502 N Graham Hopedale Road, Burlington, NC 27217",-79.4066516,36.1019099,Alamance-Burlington Schools,Piedmont-Triad,Y,60.5,D,Met,36,N/A
CIS of North Carolina (Direct Service),Fred A Anderson Elementary,yes,690312,Pamlico,Bayboro,"515 Anderson Drive, Bayboro, NC 28515",-76.7793944,35.1396514,Pamlico County Schools,Southeast,Y,58.6,C,Exceeded,51,N/A
CIS of North Carolina (Direct Service),Northwest Halifax Collegiate and Technic,yes,420346,Halifax,Littleton,"8492 Hwy 48, Littleton, NC 27850",-77.7858296,36.3866622,Halifax County Schools,Northeast,Y,57.4,C,Met,34.5,79.2
CIS of North Carolina (Direct Service),Bertie High,yes,80312,Bertie,Windsor,"716 US Hwy 13 North, Windsor, NC 27983",-78.0609004,35.3202529,Bertie County Schools,Northeast,Y,56.7,D,Not Met,26.2,73.3
CIS of North Carolina (Direct Service),Reidsville Middle,yes,790374,Rockingham,Reidsville,"1903 S Park Dr, Reidsville, NC 27320",-79.6804677,36.3284462,Rockingham County Schools,Piedmont-Triad,Y,54.6,D,Met,44.5,N/A
CIS of North Carolina (Direct Service),Concord Middle,yes,130313,Cabarrus,Concord,"1500 Gold Rush Drive, Concord, NC 28025",-80.5524389,35.4220649,Cabarrus County Schools,Southwest,N,50.5,D,Met,36.6,N/A
CIS of North Carolina (Direct Service),Royal Oaks Elementary,yes,130328,Cabarrus,Kannapolis,"608 Dakota Street, Kannapolis, NC 28083",-80.612919,35.4663693,Cabarrus County Schools,Southwest,Y,48.6,D,Met,36.2,N/A
CIS of North Carolina (Direct Service),Warren County High,yes,930352,Warren,Warrenton,"149 Campus Drive, Warrenton, NC 27589",-78.1676608,36.4326057,Warren County Schools,North Central,N,46.6,D,Not Met,18.1,78.7
CIS of North Carolina (Direct Service),Smokey Mountain Elementary,yes,500337,Jackson,Whittier,"884 US Hwy 441N, Whittier, NC 28789",-83.3240769,35.4292046,Jackson County Schools,Western,Y,36,D,Not Met,40.4,N/A
CIS of North Carolina (Direct Service),Blue Ridge Early College,yes,500302,Jackson,Cashiers,"95 Bobcat Dr, Cashiers, NC 28717",-83.1202056,35.1284311,Jackson County Schools,Western,N,25.8,D,Not Met,51.4,N/A
CIS of Northwest North Carolina,Sparta Elementary School,yes,30320,Alleghany,Sparta,"450 N Main Street, Sparta, NC 28675",-81.1269367,36.5095717,Alleghany County Schools,Northwest,Y,69.9,C,Met,53.4,N/A
CIS of Northwest North Carolina,Glade Creek School,yes,30308,Alleghany,Ennice,"32 Glade Creek Sch Road, Ennice, NC 28623",-80.979231,36.50085,Alleghany County Schools,Northwest,Y,66.5,B,Exceeded,63.8,N/A
CIS of Northwest North Carolina,Boomer-Ferguson Elementary School,yes,970308,Wilkes,Boomer,"556 Boomer-Ferguson Sch Rd, Boomer, NC 28606",-81.298392,36.100955,Wilkes County Schools,Northwest,Y,63.8,C,Met,61.7,N/A
N/A,Wilmington Preparatory Academy,no,65B000,New Hanover,Wilmington,"134 Cinema Drive, Wilmington, NC 28403",-77.8919697,34.23873,Charter Schools,Southeast,Y,79.3,D,Exceeded,42.3,N/A
N/A,Douglass Academy,no,65C000,New Hanover,Wilmington,"507 N 6th Street, Wilmington, NC 28401",-77.9431225,34.2421977,Charter Schools,Southeast,Y,85.5,D,Met,48,N/A
N/A,Girls Leadership Academy of Wilmington,no,65G000,New Hanover,Wilmington,"606 South College Rd, Wilmington, NC 28403",-77.881522,34.2272489,Charter Schools,Southeast,Y,76.5,D,Not Met,40.3,N/A
N/A,"Central Elementary, Jackson",no,660306,Northampton,Jackson,"9742 NC Hwy 305, Jackson, NC 27845",-77.434285,36.418549,Northampton County Schools,Northeast,Y,75.8,D,Exceeded,46.3,N/A
N/A,Conway Middle,no,660308,Northampton,Conway,"400 East Main Street, Conway, NC 27820",-77.2238997,36.4382772,Northampton County Schools,Northeast,Y,64.5,F,Not Met,23.9,N/A
N/A,Gaston Elementary,no,660320,Northampton,Gaston,"400 Broughton Street, Gaston, NC 27832",-77.6512038,36.507984,Northampton County Schools,Northeast,Y,74.1,D,Met,43.6,N/A
N/A,Gaston Middle,no,660325,Northampton,Gaston,"400 Broughton Street, Gaston, NC 27832",-77.6512038,36.507984,Northampton County Schools,Northeast,Y,69.3,F,Not Met,28.1,N/A
N/A,Willis Hare Elementary,no,660360,Northampton,Pendleton,"479 Willis Hare Road, Pendleton, NC 27862",-77.188922,36.478311,Northampton County Schools,Northeast,Y,68.3,D,Met,41.6,N/A
CIS of Northwest North Carolina,Hiddenite Elementary School,yes,20316,Alexander,Hiddenite,"374 Sulphur Springs Road, Hiddenite, NC 28636",-81.0893554,35.9071151,Alexander County Schools,Northwest,Y,61,C,Met,54,N/A
N/A,Blue Creek Elementary,no,670308,Onslow,Jacksonville,"1260 Burgaw Hwy, Jacksonville, NC 28540",-77.4779123,34.7533537,Onslow County Schools,Southeast,Y,62.1,D,Met,44.4,N/A
N/A,Clyde Erwin Elementary,no,670312,Onslow,Jacksonville,"323 New River Dr, Jacksonville, NC 28540",-77.412415,34.7559065,Onslow County Schools,Southeast,Y,73.3,D,Met,36.6,N/A
N/A,Hunters Creek Middle,no,670322,Onslow,Jacksonville,"4040 Hunters Trail, Jacksonville, NC 28546",-77.3351971,34.7421965,Onslow County Schools,Southeast,Y,56.3,D,Not Met,47.2,N/A
N/A,Richlands Primary,no,670337,Onslow,Richlands,"7444 Richlands Highway, Richlands, NC 28574",-77.5441184,34.8870773,Onslow County Schools,Southeast,Y,50.5,D,Not Met,49,N/A
N/A,Z.E.C.A. School of Arts and Technology,no,67B000,Onslow,Jacksonville,"1249 Hargett Street, Jacksonville, NC 28540",-77.4125728,34.752111,Charter Schools,Southeast,Y,77,F,Met,25.9,N/A
N/A,"Central Elementary, Hillsborough",no,680312,Orange,Hillsborough,"154 Hayes St, Hillsborough, NC 27278",-79.114831,36.0800137,Orange County Schools,North Central,Y,70.1,D,Exceeded,41.1,N/A
