code,name,county,city,full_address,Longitude,Latitude,district,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
291352,Southwest Elementary School,Davidson,Lexington,"434 Central Avenue, Lexington, NC 27292",-80.280445,35.8178793,Lexington City Schools,Piedmont-Triad,Y,57.3,D,Not Met,50.4,
650384,A H Snipes Academy of Arts/Des,New Hanover,Wilmington,"2150 Chestnut Street, Wilmington, NC 28405",-77.9204058,34.2393823,New Hanover County Schools,Southeast,Y,91.5,D,Met,33.2,
13C000,A.C.E. Academy,Cabarrus,Harrisburg,"7807 Caldwell Road, Harrisburg, NC 28075",-80.6730051,35.3082994,Charter Schools,Southwest,Y,57.1,D,Met,39.1,
630308,Aberdeen Elementary,Moore,Aberdeen,"503 Sandhills Blvd N, Aberdeen, NC 28315",-79.426078,35.139826,Moore County Schools,Sandhills,Y,81.6,D,Not Met,35.1,
630304,Aberdeen Primary,Moore,Aberdeen,"310 Keyser St, Aberdeen, NC 28315",-79.423373,35.124083,Moore County Schools,Sandhills,Y,74.9,D,,,
240308,Acme Delco Elementary,Columbus,Riegelwood,"16337 Old Lake Road, Riegelwood, NC 28456",-78.2544189,34.3475806,Columbus County Schools,Sandhills,Y,82.1,D,Not Met,48,
460308,Ahoskie Elementary,Hertford,Ahoskie,"200 N Talmage St, Ahoskie, NC 27910",-76.994518,36.2916745,Hertford County Schools,Northeast,Y,63.7,F,Not Met,34.3,
600301,Albemarle Road Middle,Mecklenburg,Charlotte,"6900 Democracy Dr, Charlotte, NC 28212",-80.729263,35.199266,Charlotte-Mecklenburg Schools,Southwest,Y,49.1,D,Met,43.1,
410310,Allen Jay Elementary,Guilford,High Point,"1311 East Springfield Road, High Point, NC 27263",-79.9554544,35.9322724,Guilford County Schools,Piedmont-Triad,Y,58,D,Met,45.1,
410316,Allen Middle,Guilford,Greensboro,"1108 Glendale Drive, Greensboro, NC 27406",-79.8234499,36.011131,Guilford County Schools,Piedmont-Triad,Y,59.5,D,Not Met,39.2,
600308,Allenbrook Elementary,Mecklenburg,Charlotte,"1430 Allenbrook Dr, Charlotte, NC 28208",-80.9151119,35.261705,Charlotte-Mecklenburg Schools,Southwest,Y,73.4,F,Not Met,30.4,
430304,Anderson Creek Primary,Harnett,Bunnlevel,"914 Anderson Creek Sch Rd, Bunnlevel, NC 28323",-78.9174683,35.2817479,Harnett County Schools,North Central,Y,57.1,D,,,
430308,Angier Elementary,Harnett,Angier,"130 E McIver St, Angier, NC 27501",-78.7361073,35.5028926,Harnett County Schools,North Central,Y,73.5,D,Exceeded,41.9,
260336,Anne Chesnutt Middle,Cumberland,Fayetteville,"2121 Skibo Road, Fayetteville, NC 28314",-78.9734273,35.0503665,Cumberland County Schools,Sandhills,N,63.1,D,Not Met,39.2,
40306,Anson High School,Anson,Wadesboro,"96 Anson High School Road, Wadesboro, NC 28170",-80.1037392,34.9768643,Anson County Schools,Southwest,N,50.7,D,Not Met,23.5,86.2
40309,Anson Middle,Anson,Wadesboro,"832 US Hwy 52 N, Wadesboro, NC 28170",-80.0882123,34.9896098,Anson County Schools,Southwest,N,55.2,D,Not Met,35.6,
34Z000,Appalachian Academy at Middle Fork,Forsyth,Walkertown,"3125 Williston Rd, Walkertown, NC 27051",-80.1683575,36.1412787,Lab Schools,Piedmont-Triad,Y,<5,D,Met,25.4,
53B000,Ascend Leadership Academy Lee County,Lee,Sanford,"283 Harvey Faulk Road, Sanford NC 27332",-79.1258193,35.4338052,Charter Schools,North Central,Y,17.4,D,Not Met,54.1,
340308,Ashley Academy,Forsyth,Winston-Salem,"1647 Ashley School Circle, Winston-Salem, NC 27105",-80.2217616,36.1176872,Forsyth County Schools,Piedmont-Triad,Y,81.5,F,Met,19.4,
600311,Ashley Park PreK-8 School,Mecklenburg,Charlotte,"2401 Belfast Dr, Charlotte, NC 28208",-80.891217,35.232769,Charlotte-Mecklenburg Schools,Southwest,Y,74.2,D,Met,31.1,
920320,Aversboro Elementary,Wake,Garner,"1605 Aversboro Rd, Garner, NC 27529",-78.6152841,35.6887639,Wake County Schools,North Central,Y,60.8,D,Not Met,43.7,
60701,Avery High Viking Academy,Avery,Newland,"401 Avery County High School Rd, Newland, NC 28657",-81.91897,36.0692387,Avery County Schools,Northwest,N,60,F,Met,10.5,
110410,Avery's Creek Elementary,Buncombe,Arden,"15 Park South Boulevard, Arden, NC 28704",-82.5792672,35.4774437,Buncombe County Schools,Western,Y,63.9,D,Met,48.5,
10346,B Everett Jordan Elem,Alamance,Graham,"5827 Church Road, Graham, NC 27253",-79.3267517,35.9397887,Alamance-Burlington Schools,Piedmont-Triad,Y,59.6,D,Not Met,41.6,
310304,B F Grady Elementary,Duplin,Albertson,"2627 N NC 11 & 903, Albertson, NC 28508",-77.8266212,35.0568712,Duplin County Schools,Southeast,Y,69.5,D,Met,43.2,
980308,B O Barnes Elementary,Wilson,Wilson,"1913 Martin L King Parkway, Wilson, NC 27893",-77.8865965,35.712878,Wilson County Schools,North Central,Y,78.8,F,Not Met,22,
920326,Baileywick Road Elementary,Wake,Raleigh,"9425 Baileywick Road, Raleigh, NC 27615",-78.664731,35.909168,Wake County Schools,North Central,Y,55.7,D,Not Met,50.8,
920329,Barwell Road Elementary,Wake,Raleigh,"3925 Barwell Road, Raleigh, NC 27610",-78.5514452,35.731847,Wake County Schools,North Central,Y,76.3,F,Not Met,33.1,
640306,Baskerville Elementary,Nash,Rocky Mount,"1100 Stokes Avenue, Rocky Mount, NC 27801",-77.7713841,35.9505403,Nash-Rocky Mount Schools,North Central,Y,85.9,F,Not Met,19,
550312,Battleground Elementary,Lincoln,Lincolnton,"201 Jeb Seagle Dr, Lincolnton, NC 28092",-81.2624659,35.4801701,Lincoln County Schools,Southwest,Y,65.6,D,Met,44.3,
920332,Beaverdam Elementary,Wake,Raleigh,"3591 Tarheel Club Rd, Raleigh, NC 27604",-78.5281927,35.821173,Wake County Schools,North Central,Y,64.1,D,Not Met,43.8,
740310,Belvoir Elementary,Pitt,Greenville,"2568 NC 33 West, Greenville, NC 27834",-77.41742,35.668157,Pitt County Schools,Northeast,Y,75.2,D,Met,42.2,
410544,Ben L. Smith High School,Guilford,Greensboro,"2407 South Holden Road, Greensboro, NC 27407",-79.847112,36.034726,Guilford County Schools,Piedmont-Triad,Y,58.6,D,Met,27.7,77.3
260414,Benjamin J Martin Elementary,Cumberland,Fayetteville,"430 N Reilly Road, Fayetteville, NC 28303",-79.0094964,35.0929339,Cumberland County Schools,Sandhills,Y,68.8,D,Not Met,47.7,
510308,Benson Elementary,Johnston,Benson,"2040 Hwy 50 N, Benson, NC 27504",-78.5550559,35.400258,Johnston County Schools,North Central,Y,67.7,D,Not Met,37.1,
510310,Benson Middle,Johnston,Benson,"1600 N Wall Street, Benson, NC 27504",-78.532152,35.389153,Johnston County Schools,North Central,Y,63.2,D,Met,39.5,
640308,Benvenue Elementary,Nash,Rocky Mount,"2700 Nicodemus Mile Road, Rocky Mount, NC 27804",-77.8378954,35.9750391,Nash-Rocky Mount Schools,North Central,Y,51.4,D,Met,37.5,
80312,Bertie High,Bertie,Windsor,"716 US Hwy 13 North, Windsor, NC 27983",-78.0609004,35.3202529,Bertie County Schools,Northeast,Y,56.7,D,Not Met,26.2,73.3
80314,Bertie Middle,Bertie,Windsor,"652 US Hwy 13 North, Windsor, NC 27983",-76.9645761,36.0476907,Bertie County Schools,Northeast,Y,58.2,D,Not Met,45,
360332,Bessemer City Central Elem,Gaston,Bessemer City,"1400 Puett's Chapel Road, Bessemer City, NC 28016",-81.2753965,35.3025408,Gaston County Schools,Southwest,Y,60.2,D,Not Met,33.1,
360336,Bessemer City High,Gaston,Bessemer City,"119 Yellow Jacket Lane, Bessemer City, NC 28016",-81.2807176,35.2979309,Gaston County Schools,Southwest,N,63.6,D,Not Met,26.8,77.6
360338,Bessemer City Primary,Gaston,Bessemer City,"1320 North 12th Street, Bessemer City, NC 28016",-81.275058,35.300151,Gaston County Schools,Southwest,Y,61,D,,,
410328,Bessemer Elementary,Guilford,Greensboro,"918 Huffine Mill Road, Greensboro, NC 27405",-79.736291,36.0895579,Guilford County Schools,Piedmont-Triad,Y,81.3,D,Met,34.2,
320304,Bethesda Elementary,Durham,Durham,"2009 S Miami Boulevard, Durham, NC 27703",-78.8378281,35.9401449,Durham Public Schools,North Central,Y,56.3,D,Met,39.8,
90318,Bladen Lakes Primary,Bladen,Elizabethtown,"9554 Johnsontown Road, Elizabethtown, NC 28337",-78.595286,34.711064,Bladen County Schools,Sandhills,Y,83.5,D,Met,47.3,
670308,Blue Creek Elementary,Onslow,Jacksonville,"1260 Burgaw Hwy, Jacksonville, NC 28540",-77.4779123,34.7533537,Onslow County Schools,Southeast,Y,62.1,D,Met,44.4,
500302,Blue Ridge Early College,Jackson,Cashiers,"95 Bobcat Dr, Cashiers, NC 28717",-83.1202056,35.1284311,Jackson County Schools,Western,N,25.8,D,Not Met,51.4,
500316,Blue Ridge School,Jackson,Cashiers,"95 Bobcat Drive, Cashiers, NC 28717",-83.1202056,35.1284311,Jackson County Schools,Western,Y,42,D,Not Met,49,
410331,Bluford Elementary,Guilford,Greensboro,"1901 Tuscaloosa Street, Greensboro, NC 27401",-79.7646078,36.0577655,Guilford County Schools,Piedmont-Triad,Y,74.3,D,Met,30.8,
340314,Bolton Elementary,Forsyth,Winston Salem,"1250 Bolton Street, Winston Salem, NC 27103",-80.2918719,36.0741102,Forsyth County Schools,Piedmont-Triad,Y,63.1,D,Met,36.3,
430316,Boone Trail Elementary,Harnett,Lillington,"1425 Adcock Road, Lillington, NC 27546",-78.9506556,35.4000394,Harnett County Schools,North Central,Y,69.3,D,Not Met,46.7,
97D000,Bridges Academy,Wilkes,State Road,"2587 Pleasant Ridge Road, State Road, NC 28676",-80.884614,36.314907,Charter Schools,Northwest,Y,41.6,D,Met,36.3,
410334,Brightwood Elementary,Guilford,Greensboro,"2001 Brightwood School Road, Greensboro, NC 27405",-79.7515391,36.147817,Guilford County Schools,Piedmont-Triad,Y,70.9,D,Met,40.4,
10310,Broadview Middle,Alamance,Burlington,"2229 Broadview Drive, Burlington, NC 27217",-79.3969707,36.0874369,Alamance-Burlington Schools,Piedmont-Triad,Y,55.3,F,Not Met,28.1,
960312,"Brogden Middle, Dudley",Wayne,Dudley,"3761 US 117 S Alt, Dudley, NC 28333",-78.036535,35.293618,Wayne County Public Schools,Southeast,Y,84.4,F,Not Met,29.7,
320306,"Brogden Middle, Durham",Durham,Durham,"1001 Leon Street, Durham, NC 27704",-78.908729,36.0247847,Durham Public Schools,North Central,Y,74.2,D,Exceeded,40.2,
960314,Brogden Primary,Wayne,Dudley,"2253 Old Mt Olive Hwy, Dudley, NC 28333",-78.035295,35.273063,Wayne County Public Schools,Southeast,Y,85.4,D,Exceeded,37,
360340,Brookside Elementary,Gaston,Gastonia,"1925 Auten Rd., Gastonia, NC 28054",-81.1512179,35.2936803,Gaston County Schools,Southwest,Y,47.4,D,Not Met,43.2,
862308,Bruce H Tharrington Primary,Surry,Mount Airy,"315 Culbert Street, Mount Airy, NC 27030",-80.6019012,36.490373,Mount Airy City Schools,Piedmont-Triad,Y,62.1,D,,,
600489,Bruns Academy,Mecklenburg,Charlotte,"501 S. Bruns Ave, Charlotte, NC 28208",-80.8648481,35.2391236,Charlotte-Mecklenburg Schools,Southwest,Y,75.3,F,Met,20.2,
920352,Bugg Elementary,Wake,Raleigh,"825 Cooper Rd, Raleigh, NC 27610",-78.586134,35.7658999,Wake County Schools,North Central,Y,81.2,F,Not Met,21.6,
390311,Butner-Stem Elementary,Granville,Butner,"201 East D St, Butner, NC 27509",-78.7581486,36.1371437,Granville County Schools,North Central,Y,72,D,Not Met,43.3,
390309,Butner-Stem Middle,Granville,Butner,"501 East D St, Butner, NC 27509",-78.7539691,36.140779,Granville County Schools,North Central,Y,69.6,D,Not Met,44.1,
320374,C C Spaulding Elementary,Durham,Durham,"1531 S Roxboro Road, Durham, NC 27707",-78.905587,35.977736,Durham Public Schools,North Central,Y,74.6,F,Met,25.8,
740324,C M Eppes Middle,Pitt,Greenville,"1100 South Elm Street, Greenville, NC 27858",-77.361208,35.599343,Pitt County Schools,Northeast,Y,76.6,D,Not Met,43.4,
390312,C. G. Credle Elementary,Granville,Oxford,"223 College St, Oxford, NC 27565",-78.592472,36.31453,Granville County Schools,North Central,Y,78.6,D,Met,45.8,
13B000,Cabarrus Charter Academy,Cabarrus,Concord,"355 Poplar Crossing Dr NW, Concord, NC 28027",-80.668976,35.4087319,Charter Schools,Southwest,Y,36.1,D,Not Met,47,
32C000,Carter Community Charter,Durham,Durham,"1955 West Cornwallis Road, Durham, NC 27705",-78.955472,35.9812192,Charter Schools,North Central,Y,69.5,D,Met,33.1,
34D000,Carter G Woodson School,Forsyth,Winston-Salem,"437 Goldfloss Street, Winston-Salem, NC 27127",-80.2304324,36.0675488,Charter Schools,Piedmont-Triad,Y,67.3,F,Not Met,26.3,83.3
960316,"Carver Elementary, Mount Olive",Wayne,Mount Olive,"400 Old Seven Springs Rd, Mount Olive, NC 28365",-78.0528371,35.2005956,Wayne County Public Schools,Southeast,Y,79.3,D,Met,42.5,
960318,Carver Heights Elementary,Wayne,Goldsboro,"411 Bunche Drive, Goldsboro, NC 27530",-77.9962183,35.3669685,Wayne County Public Schools,Southeast,Y,91.4,D,Exceeded,27.7,
340330,Carver High,Forsyth,Winston Salem,"3545 Carver School Road, Winston Salem, NC 27105",-80.2071071,36.1342371,Forsyth County Schools,Piedmont-Triad,Y,69.2,D,Exceeded,24.3,67
830304,Carver Middle,Scotland,Laurel Hill,"18601 Fieldcrest Road, Laurel Hill, NC 28351",-79.5202088,34.8207073,Scotland County Schools,Sandhills,Y,75.2,D,Not Met,47.3,
50Z000,Catamount School,Jackson,Sylva,"100 Smoky Mountain Dr, Sylva, NC 28779",-83.199302,35.3535224,Lab Schools,Western,Y,45.5,D,Not Met,46.4,
410349,Ceasar Cone Elementary,Guilford,Greensboro,"2501 North Church Street, Greensboro, NC 27405",-79.7813281,36.1080744,Guilford County Schools,Piedmont-Triad,Y,82,F,Not Met,26,
920370,Centennial Campus Middle,Wake,Raleigh,"1900 Main Campus Drive, Raleigh, NC 27606",-78.6876185,35.7585717,Wake County Schools,North Central,N,53.5,D,Not Met,46.5,
840310,"Central Elementary, Albemarle",Stanly,Albemarle,"206 N 3rd Street, Albemarle, NC 28001",-80.195563,35.3541049,Stanly County Schools,Southwest,Y,56.8,D,Met,39.2,
680312,"Central Elementary, Hillsborough",Orange,Hillsborough,"154 Hayes St, Hillsborough, NC 27278",-79.114831,36.0800137,Orange County Schools,North Central,Y,70.1,D,Exceeded,41.1,
660306,"Central Elementary, Jackson",Northampton,Jackson,"9742 NC Hwy 305, Jackson, NC 27845",-77.434285,36.418549,Northampton County Schools,Northeast,Y,75.8,D,Exceeded,46.3,
240332,Chadbourn Elementary,Columbus,Chadbourn,"409 E Third Avenue, Chadbourn, NC 28431",-78.8215184,34.3258017,Columbus County Schools,Sandhills,Y,91.3,D,Not Met,47.7,
60P000,Charlotte Choice Charter,Mecklenburg,Charlotte,"3118 Milton Road, Suite A, Charlotte, NC 28215",-80.7366961,35.2348691,Charter Schools,Southwest,Y,79.1,F,Not Met,27.9,
600303,Charlotte East Language Academy,Mecklenburg,Charlotte,"6108 Wilora Lake Rd, Charlotte, NC 28212",-80.746881,35.208697,Charlotte-Mecklenburg Schools,Southwest,Y,57,D,Not Met,41.2,
60V000,Charlotte Learning Academy,Mecklenburg,Charlotte,"800 Briar Creek Rd., DD400, Charlotte, NC 28205",-80.7976804,35.2072338,Charter Schools,Southwest,Y,52.5,F,Not Met,17.3,88.2
190312,Chatham Middle,Chatham,Siler City,"2025 South 2nd Avenue Ext, Siler City, NC 27344",-79.4481623,35.7088641,Chatham County Schools,North Central,Y,87.2,D,Not Met,43.5,
54A000,Children's Village Academy,Lenoir,Kinston,"701 North Adkin Street, Kinston, NC 28501",-77.5671434,35.2667229,Charter Schools,Southeast,Y,91.3,F,Not Met,27.8,
800316,China Grove Elementary,Rowan,China Grove,"514 South Franklin St, China Grove, NC 28023",-80.5857641,35.5673252,Rowan-Salisbury Schools,Southwest,Y,35.7,D,Met,42.9,
640342,CITI High School,Nash,Rocky Mount,"846 Hammond Street, Rocky Mount, NC 27804",-77.8073968,35.9410455,Nash-Rocky Mount Schools,North Central,Y,83.3,F,Not Met,<5,
410514,Clara J Peck Elementary,Guilford,Greensboro,"1601 West Florida Street, Greensboro, NC 27403",-79.8176267,36.0512123,Guilford County Schools,Piedmont-Triad,Y,78,D,Met,36,
510412,Clayton Middle,Johnston,Clayton,"490 Guy Rd, Clayton, NC 27520",-78.4851543,35.6449995,Johnston County Schools,North Central,N,44.8,D,Met,44.3,
490319,Cloverleaf Elementary,Iredell,Statesville,"300 James Farm Rd, Statesville, NC 28625",-80.862627,35.8233,Iredell-Statesville Schools,Southwest,Y,64.2,D,Met,37.1,
670312,Clyde Erwin Elementary,Onslow,Jacksonville,"323 New River Dr, Jacksonville, NC 28540",-77.412415,34.7559065,Onslow County Schools,Southeast,Y,73.3,D,Met,36.6,
600341,Cochrane Collegiate Academy,Mecklenburg,Charlotte,"6200 Starhaven Dr, Charlotte, NC 28215",-80.7503253,35.2461762,Charlotte-Mecklenburg Schools,Southwest,Y,50.5,D,Not Met,32.1,83.3
330312,Coker-Wimberly Elementary,Edgecombe,Battleboro,"1619 NC 97 West, Battleboro, NC 27809",-77.6042147,35.9769077,Edgecombe County Public School,North Central,Y,61.2,D,Met,32,
41H000,College Prep and Leadership Academy,Guilford,Jamestown,"4201 Furniture Avenue, Jamestown, NC 27282",-79.922666,35.968148,Charter Schools,Piedmont-Triad,Y,62,D,Not Met,46.4,
890306,Columbia Middle,Tyrrell,Columbia,"920 Main Street, Columbia, NC 27925",-76.246185,35.919445,Tyrrell County Schools,Northeast,Y,43.5,D,Met,37,
130313,Concord Middle,Cabarrus,Concord,"1500 Gold Rush Drive, Concord, NC 28025",-80.5524389,35.4220649,Cabarrus County Schools,Southwest,N,50.5,D,Met,36.6,
660308,Conway Middle,Northampton,Conway,"400 East Main Street, Conway, NC 27820",-77.2238997,36.4382772,Northampton County Schools,Northeast,Y,64.5,F,Not Met,23.9,
340351,Cook Literacy Model School,Forsyth,Winston-Salem,"920 11th Street NW, Winston-Salem, NC 27105",-80.2568315,36.1078495,Forsyth County Schools,Piedmont-Triad,Y,87.8,D,Exceeded,28.5,
510330,Cooper Academy,Johnston,Clayton,"849 North Mial St, Clayton, NC 27520",-78.451331,35.656123,Johnston County Schools,North Central,Y,59.2,D,Met,31,
510332,Corinth-Holders Elementary,Johnston,Zebulon,"3976 NC 231, Zebulon, NC 27597",-78.297015,35.7331302,Johnston County Schools,North Central,Y,59.1,D,Not Met,44.3,
800328,Corriher Lipe Middle,Rowan,Landis,"214 West Rice St, Landis, NC 28088",-80.614895,35.5464994,Rowan-Salisbury Schools,Southwest,N,60.6,D,Not Met,43.7,
830312,Covington Street Elementary,Scotland,Laurinburg,"615 W Covington St, Laurinburg, NC 28352",-79.471804,34.772452,Scotland County Schools,Sandhills,Y,82.6,F,Not Met,27.7,
390316,Creedmoor Elementary,Granville,Creedmoor,"305 E Wilton Ave, Creedmoor, NC 27522",-78.6783867,36.1233173,Granville County Schools,North Central,Y,76.2,D,Met,41.5,
940306,Creswell Elementary,Washington,Creswell,"200 South Seventh St, Creswell, NC 27928",-76.3970472,35.870622,Washington County Schools,Northeast,Y,53.5,D,Met,47.3,
600418,Croft Community Elementary,Mecklenburg,Charlotte,"4911 Hucks Rd, Charlotte, NC 28269",-80.805389,35.346554,Charlotte-Mecklenburg Schools,Southwest,N,47.7,D,Not Met,54.2,
410376,Cyrus P Frazier Elementary,Guilford,Greensboro,"4215 Galway Drive, Greensboro, NC 27406",-79.8251234,36.0121973,Guilford County Schools,Piedmont-Triad,Y,69.3,D,Met,44.4,
640326,D S Johnson Elementary,Nash,Rocky Mount,"600 North Fairview Road, Rocky Mount, NC 27801",-77.7762744,35.9372313,Nash-Rocky Mount Schools,North Central,Y,84.8,F,Met,21.1,
65Z000,D.C. Virgo Preparatory Academy,New Hannover,Wilmington,"813 Nixon St, Wilmington, NC 28401",-77.940458,34.250692,Lab Schools,Southeast,Y,74.9,F,Not Met,26.4,
600362,David Cox Road Elementary,Mecklenburg,Charlotte,"4215 David Cox Rd, Charlotte, NC 28269",-80.800904,35.336565,Charlotte-Mecklenburg Schools,Southwest,Y,44,D,Not Met,40.2,
29A000,Davidson Charter Academy CFA,Davidson,Lexington,"500 Biesecker Rd, Lexington, NC 27295",-80.2690538,35.8457638,Charter Schools,Piedmont-Triad,N,22.7,D,Not Met,42.3,
780320,Deep Branch Elementary,Robeson,Lumberton,"4045 Deep Branch Road, Lumberton, NC 28360",-79.146015,34.630379,Robeson County Schools,Sandhills,Y,90.4,D,Met,40.3,
600365,Devonshire Elementary,Mecklenburg,Charlotte,"6500 Barrington Dr, Charlotte, NC 28215",-80.745853,35.245259,Charlotte-Mecklenburg Schools,Southwest,Y,58.2,D,Not Met,42.4,
340430,Diggs-Latham Elementary,Forsyth,Winston Salem,"986 Hutton Street, Winston Salem, NC 27101",-80.256586,36.07895,Forsyth County Schools,Piedmont-Triad,Y,66.7,D,Not Met,35.4,
96C000,Dillard Academy,Wayne,Goldsboro,"504 West Elm Street, Goldsboro, NC 27530",-78.0053124,35.3790074,Charter Schools,Southeast,Y,89.1,D,Met,34,
920394,Dillard Drive Middle,Wake,Raleigh,"5200 Dillard Drive, Raleigh, NC 27606",-78.7237605,35.7522551,Wake County Schools,North Central,N,48.4,D,Not Met,54.2,
960326,Dillard Middle,Wayne,Goldsboro,"1101 S Devereaux St, Goldsboro, NC 27530",-77.9947573,35.3685907,Wayne County Public Schools,Southeast,Y,94.8,F,Met,18.1,
800359,Dole Elementary,Rowan,Salisbury,"465 Choate Rd, Salisbury, NC 28146",-80.4254179,35.6694699,Rowan-Salisbury Schools,Southwest,Y,61.6,D,Met,28.6,
410398,Doris Henderson Newcomers Sch,Guilford,Greensboro,"411 Friendway Road, Greensboro, NC 27410",-79.9042984,36.0819119,Guilford County Schools,Piedmont-Triad,Y,40.8,F,,<5,
260322,Douglas Byrd High,Cumberland,Fayetteville,"1624 Ireland Drive, Fayetteville, NC 28304",-78.950225,35.032099,Cumberland County Schools,Sandhills,Y,71.4,D,Not Met,29.1,73.7
260321,Douglas Byrd Middle,Cumberland,Fayetteville,"1616 Ireland Drive, Fayetteville, NC 28304",-78.948283,35.034917,Cumberland County Schools,Sandhills,Y,75.6,D,Not Met,34.2,
920396,Douglas Elementary,Wake,Raleigh,"600 Ortega Rd, Raleigh, NC 27609",-78.62925,35.839934,Wake County Schools,North Central,N,32.9,D,Not Met,53.5,
65C000,Douglass Academy,New Hanover,Wilmington,"507 N 6th Street, Wilmington, NC 28401",-77.9431225,34.2421977,Charter Schools,Southeast,Y,85.5,D,Met,48,
600374,Druid Hills Academy,Mecklenburg,Charlotte,"2801 Lucena Ave, Charlotte, NC 28206",-80.8242841,35.2572334,Charlotte-Mecklenburg Schools,Southwest,Y,79.5,F,Not Met,25.8,
90324,Dublin Primary,Bladen,Dublin,"7048 Albert Street, Dublin, NC 28332",-78.7201518,34.6548787,Bladen County Schools,Sandhills,Y,85.2,D,Met,41.1,
430332,Dunn Middle,Harnett,Dunn,"1301 Meadowlark Road, Dunn, NC 28334",-78.6116773,35.3352176,Harnett County Schools,North Central,N,67.9,D,Met,43.8,
580312,E J Hayes Elementary,Martin,Williamston,"201 Andrews St, Williamston, NC 27892",-77.0624277,35.84707,Martin County Schools,Northeast,Y,58.2,D,Met,44.5,
910360,E M Rollins Elementary,Vance,Henderson,"1600 S Garnett St, Henderson, NC 27536",-78.4156681,36.3200192,Vance County Schools,North Central,Y,76.5,D,Not Met,35.4,
910346,E O Young Jr Elementary,Vance,Henderson,"6655 Broad Street, Henderson, NC 27537",-78.3296196,36.396691,Vance County Schools,North Central,Y,65.3,D,Met,37.6,
90328,East Arcadia Elementary,Bladen,Riegelwood,"21451 NC Hwy 87 East, Riegelwood, NC 28456",-78.342192,34.4201,Bladen County Schools,Sandhills,Y,81.8,D,Met,37,
74Z000,East Carolina Laboratory School,Pitt,Greenville,"811 Howell St, Greenville, NC 27834",-77.385629,35.598201,Lab Schools,Northeast,Y,52.6,F,Met,6.8,
900306,"East Elementary, Monroe",Union,Monroe,"515 Elizabeth Ave, Monroe, NC 28112",-80.5318963,34.9778673,Union County Public Schools,Southwest,Y,62.8,D,Exceeded,37.3,
580316,East End Elementary,Martin,Robersonville,"1121 Third Street Extension, Robersonville, NC 27871",-77.243127,35.823213,Martin County Schools,Northeast,Y,64.8,F,Not Met,33.1,
340366,East Forsyth Middle School,Forsyth,Kernersville,"810 Bagley Drive, Kernersville, NC 27284",-80.1289634,36.133569,Forsyth County Schools,Piedmont-Triad,Y,51.8,D,Not Met,33.8,
